,final_text,category
23938,ten egyptian short screen cann film festiv 2015 almost 2400 short film around world screen year cann festiv,art
23939,oscarnomin palestinian thriller omar releas egypt cinema trailer film open across egypt 20 may two week follow releas uae kuwait oman iraq,art
23940,eight year abu dhabi film festiv call quit emir want support local filmmak attract intern film product instead,art
23941,programm narr film week part hybrid reel zawyaã¯â¿â½ã¯â¿â½ã¯â¿â½ hybrid reel bring documentari film spotlight 20 day may kick week theme narr,art
23942,examin role documentari hybrid reel discus programm workshop talk discus center power documentari film take place parallel hybrid reel programm zawya room art space,art
23943,art alert screen cannesselect egyptian short tarot trailer part french instituteã¯â¿â½ã¯â¿â½ã¯â¿â½ film festiv 11eme festiv de rencontr de lã¯â¿â½ã¯â¿â½ã¯â¿â½imag short film tarot screen fren,art
23944,new book collect egyptã¯â¿â½ã¯â¿â½ã¯â¿â½ forgotten film poster sameh fathi publich second volum handpaint egyptian film p,art
23945,studio scrutin disast film market wake nepal,art
23946,find audienc move peopl afac film week rais discus part afac film week finish cairo last week two panel discus rais issu local distribut digit altern social justic film creat chang,art
23947,salma hayek launch prophet ancestr lebanon,art
23948,final count 11th festiv de rencontr de limag organis french institut cairo festiv offer opportun young filmmak show first film 11th edit 24 featur film young egyptian filmmak featur,art
23949,documentarist akram zaatari power imag cinemat tool 28 night poem akram zaatari sceen within afac film week cairo,art
23950,art alert egyptian documentari live skin screen zawyatrail ahmad fawzi saleh awardwin documentari live child work cairo tanneri screen zawya wednesday,art
23951,egyptian tv film actor ibrahim yousri die monday actor funer expect held tuesday 21 april,art
23952,art alert afac film week hold two panel discus arab cinema distribut part second afac film week two panel 21 22 april discus concept documentari ideal platform issu social justic well arab film distribut,art
23953,art alert screen search sugar man trailer search sugar man one great music stori time tell tale two fan search musician assum dead year,art
23954,art alert akram zaatari twentyeight night poem screen zawya trailer monday 20 april zawya screen twentyeight night poem part ongo afac film week,art
23955,film 74 lebanon past present differ yet recreat student occup american univers beirut 1974 film 74 reconstitut struggl find mani parallel emot struggl 1970 today realiti,art
23956,sea behind film might hard accept moroccan audienc ahram onlin spoke lamia chraibi coproduc hisham lasriã¯â¿â½ã¯â¿â½ã¯â¿â½ sea behind black white film morocco constitut mirror catalyst take,art
23957,art alert silver water syria selfportrait screen zawya trailer part afac film week sunday 19 april zawya screen silver water syria selfportrait ossama mohammad,art
23958,art alert four short homag syrian citi hom zawya trailer part afac film week saturday 18 april zawya screen four short film telal derki return hom documentari,art
23959,cann film festiv 2015 reveal offici lineup,art
23960,art alert film captur human struggl lebanon palestin trailer part afac film week friday 17 april zawya screen two film lebanon 74 reconstitut struggl syriapalestin product roshmia,art
23961,afac film week reach tanta minya ongo afac film week extend screen outsid cairo reach audienc tanta minya,art
23962,art alert sea behind council screen zawya trailer part afac film week thursday 16 april zawya screen two film morocco jordan,art
23963,interview afac film week support region filmmak rima mismar ahram onlin spoke rima mismar afac film week open zawya 15 april continu 22 april move tanta minya,art
23964,afac film festiv open want 18 trailer afac film festiv open zawya palestinian documentari want 18,art
23965,istanbul film festiv scrap competit censorship row annual istanbul film festiv monday announc scrap competit year due bitter row film kurdish rebel pull event follow intervent turkish author,art
23966,programm screen auc explor new cinema languag egypt trailer theme egyptian carv film languag fourday panorama explor new cinemat voic egyptian filmmak,art
23967,programm afac film week cairo second edit 15 22 april arab fund art cultur afac bring celebr work filmmak seven arab countri egypt,art
23968,afac launch 2nd film week cairo second afac film week hit cairo film arab region screen zawya screen also extend minya tanta,art
23969,jew egypt end journey win award geneva festiv amir ramsisã¯â¿â½ã¯â¿â½ã¯â¿â½ documentari award silver fifog award intern orient film festiv,art
23970,art alert screen search oil sand nvic netherlandsflemish institut cairo nvic screen documentari film search oil sand part cinema nostalgia programm,art
23971,iran film portray prophet muhammad draw critic,art
23972,art alert dream shahrazad screen zawya trailer francoi verster documentari dream shahrazad make cairo premier april 1 zawya part dcaf,art
23973,art alert dcaf featur two documentari indonesian genocid look silenc act kill joshua oppenheim first show egypt zawya director present,art
23974,writer director still alic die 63,art
23975,art alert polish short wave film festiv reach egypt screen zawya origin poland year short wave festiv reach 40 countri across globe screen egypt take place zawya,art
23976,zawya celebr turn one hold free screen zawya hold free screen american drama whiplash,art
23977,venic film festiv honor bertrand taverni,art
23978,art alert screen freedom summer talk director zawya holder best documentari award pan african film festiv 2014 civil right documentari freedom summer screen zawya 12 march follow discus director stanley nelson,art
23979,jordanian film theeb triumph belgrad festiv trailer theeb garner major award 43rd belgrad intern film festiv fest,art
23980,art alert three awardwin film screen french institut cairo trailer director al tawb alaswa black dress nesrin lotfi elzayat present film screen 18th march,art
23981,documentari filmmak albert maysl die 88,art
23982,art alert zawya screen eight documentari explor life cairo program run 9 11 march collabor zawya cairobserv,art
23983,misr intern releas film youtub film fan watch number egyptian classic misr internationalã¯â¿â½ã¯â¿â½ã¯â¿â½ offici youtub c,art
23984,india ban broadcast film show gangrapist,art
23985,art alert bibliotheca alexandrina screen two documentari bjork,art
23986,art alert palestinian cinema week creativ centr palestinian embassi coordin cultur develop fund present select palestinian cinema screen creativ centr cairo opera hous 6 march,art
23987,oscarwin director pole see ida debat,art
23988,art alert soad hosni documentari screen netherlandsflemish institut rania stephan three disappear soad hosni retel stori cinemat icon histori egyptian cinema,art
23989,morocco report sixfold spike foreign film,art
23990,review order lost soul find way motion pictur set heart downtown cairo mahmoud kamel khareg el khedma order premier egypt last week social drama narrow chanc garner big interest cinema goer,art
23991,star trek star leonard nimoy dead 83 u medium,art
23992,banksi releas short sarcast antiisrael video renown graffiti artist banksi releas mock tourism video depict harsh realiti life gaza,art
23993,art alert antifast food docu super size screen adef arab digit express foundat dedic month film reveal truth,art
23994,woman win award best drama saudi film festiv,art
23995,luxor african film fest announc juri member fourth edit luxor african film festiv run 16 21 march,art
23996,key quot 87th oscar,art
23997,ida win oscar best foreign languag film,art
23998,complet list oscar 2015 winner,art
23999,birdman win four oscar includ best pictur trailer,art
24000,art alert screen first beauti thing italian institut trailer 2010 italian drama film first beauti thing screen thursday 26 februari,art
24001,trailer final look nomine main oscar categori,art
24002,african jihad movi timbuktu win seven cesar,art
24003,41 countri repres luxor african film festiv luxor african film festivalã¯â¿â½ã¯â¿â½ã¯â¿â½ 4th edit run 16 21 march dedic late egyptian actor khale,art
24004,mdb onlin short film festiv embrac new set celebr egyptian filmmak march ngo masrdotbokra mdb launch first everonlin mdb short film festiv act platform showcas work profession amateur egyptian filmmak artist,art
24005,five film star faten hamama screen zawya egypt art hous cinema dedic weekend ladi arab screen faten hamama start 19 februari,art
24006,window egyptian cinema club launch activ imbaba project spearhead luxor african film festiv aim boost activ cinema club across egypt governor,art
24007,list winner 65th berlin film festiv,art
24008,iran panahi win berlin film fest golden bear top prize,art
24009,art alert settou zad screen netherlandsflemish institut screen hebe yossri settou zad come part netherlandsflemish institut italian cultur institut cairo programm nostalgia,art
24010,tickl giant documentari satirist bassem youssef launch crowd fund campaign featurelength documentari titl tickl giant comedian bassem youssef launch crowd fund campaign cover postproduct cost,art
